station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
JFK,2023-07-01 00:51,68.00,66.00,93.32,180.00,7.00,0.00,30.06,1017.90,9.00,,FEW,,,,25000.00,,,,,,,,,,,68.00,KJFK 010451Z 18007KT 9SM FEW250 20/19 A3006 RMK AO2 SLP179 T02000189 402830194 $,
JFK,2023-07-01 01:51,67.00,63.00,87.28,210.00,6.00,0.00,30.06,1017.80,9.00,,FEW,,,,25000.00,,,,,,,,,,,66.90,KJFK 010551Z 21006KT 9SM FEW250 19/17 A3006 RMK AO2 SLP178 T01940172 10222 20194 56005 $,
JFK,2023-07-01 02:51,67.00,61.00,81.33,190.00,4.00,0.00,30.05,1017.60,9.00,,FEW,,,,25000.00,,,,,,,,,,,66.90,KJFK 010651Z 19004KT 9SM FEW250 19/16 A3005 RMK AO2 SLP176 T01940161 $,
JFK,2023-07-01 03:51,66.00,62.00,87.24,210.00,4.00,0.00,30.05,1017.60,9.00,,FEW,,,,25000.00,,,,,,,,,,,66.00,KJFK 010751Z 21004KT 9SM FEW250 19/17 A3005 RMK AO2 SLP176 T01890167 $,
JFK,2023-07-01 04:51,66.00,63.00,90.05,220.00,3.00,0.00,30.05,1017.70,8.00,,FEW,,,,25000.00,,,,,,,,,,,66.00,KJFK 010851Z 22003KT 8SM FEW250 19/17 A3005 RMK AO2 SLP177 T01890172 55001 $,
JFK,2023-07-01 05:51,66.00,63.00,90.05,230.00,4.00,0.00,30.06,1018.00,6.00,,FEW,,,,25000.00,,,,BR,,,,,,,66.00,KJFK 010951Z 23004KT 6SM BR FEW250 19/17 A3006 RMK AO2 SLP180 T01890172 $,
JFK,2023-07-01 06:51,69.00,65.00,86.48,180.00,3.00,0.00,30.07,1018.10,7.00,,SCT,,,,25000.00,,,,,,,,,,,69.10,KJFK 011051Z 18003KT 7SM SCT250 21/18 A3007 RMK AO2 SLP181 T02060183 $,
JFK,2023-07-01 07:51,72.00,64.00,75.92,160.00,5.00,0.00,30.07,1018.30,9.00,,SCT,,,,25000.00,,,,,,,,,,,72.00,KJFK 011151Z 16005KT 9SM SCT250 22/18 A3007 RMK AO2 SLP183 T02220178 10222 20183 51006 $,
JFK,2023-07-01 08:51,74.00,65.00,73.49,210.00,6.00,0.00,30.09,1018.80,10.00,,SCT,,,,25000.00,,,,,,,,,,,73.90,KJFK 011251Z 21006KT 10SM SCT250 23/18 A3009 RMK AO2 SLP188 T02330183 $,
JFK,2023-07-01 09:51,75.00,64.00,68.64,200.00,7.00,0.00,30.08,1018.60,10.00,,BKN,BKN,,,7000.00,25000.00,,,,,,,,,,75.00,KJFK 011351Z 20007KT 10SM BKN070 BKN250 24/18 A3008 RMK AO2 SLP186 T02390178 $,
JFK,2023-07-01 10:51,76.00,65.00,68.73,170.00,8.00,0.00,30.09,1018.80,10.00,,SCT,BKN,,,8000.00,25000.00,,,,,,,,,,75.90,KJFK 011451Z 17008KT 10SM SCT080 BKN250 24/18 A3009 RMK AO2 SLP188 T02440183 51006 $,
JFK,2023-07-01 11:51,78.00,65.00,63.90,180.00,8.00,0.00,30.08,1018.60,10.00,,BKN,,,,25000.00,,,,,,,,,,,78.10,KJFK 011551Z 18008KT 10SM BKN250 26/18 A3008 RMK AO2 SLP186 T02560183 $,
JFK,2023-07-01 12:51,77.00,66.00,68.85,160.00,12.00,0.00,30.07,1018.10,10.00,,FEW,BKN,,,3000.00,25000.00,,,,,,,,,,77.00,KJFK 011651Z 16012KT 10SM FEW030 BKN250 25/19 A3007 RMK AO2 SLP181 T02500189 $,
JFK,2023-07-01 13:51,79.00,65.00,62.03,170.00,12.00,0.00,30.07,1018.10,10.00,,BKN,,,,25000.00,,,,,,,,,,,79.00,KJFK 011751Z 17012KT 10SM BKN250 26/18 A3007 RMK AO2 SLP181 T02610183 10267 20217 56007 $,
JFK,2023-07-01 14:51,78.00,63.00,59.78,180.00,12.00,0.00,30.04,1017.30,10.00,,FEW,BKN,,,7500.00,25000.00,,,,,,,,,,78.10,KJFK 011851Z 18012KT 10SM FEW075 BKN250 26/17 A3004 RMK AO2 SLP173 T02560172 $,
JFK,2023-07-01 15:51,77.00,63.00,62.00,170.00,11.00,0.00,30.03,1016.80,8.00,,FEW,BKN,,,7500.00,25000.00,,,,,,,,,,77.00,KJFK 011951Z 17011KT 8SM FEW075 BKN250 25/17 A3003 RMK AO2 SLP168 T02500172 $,
JFK,2023-07-01 16:51,77.00,64.00,64.21,150.00,10.00,0.00,30.02,1016.60,9.00,,FEW,BKN,,,7500.00,25000.00,,,,,,,,,,77.00,KJFK 012051Z 15010KT 9SM FEW075 BKN250 25/18 A3002 RMK AO2 SLP166 T02500178 56015 $,
JFK,2023-07-01 17:51,76.00,64.00,66.60,180.00,9.00,0.00,30.00,1016.00,9.00,,BKN,,,,25000.00,,,,,,,,,,,75.90,KJFK 012151Z 18009KT 9SM BKN250 24/18 A3000 RMK AO2 SLP160 T02440178 $,
JFK,2023-07-01 18:51,73.00,65.00,75.75,170.00,9.00,0.00,29.99,1015.50,9.00,,FEW,BKN,,,10000.00,25000.00,,,,,,,,,,73.00,KJFK 012251Z 17009KT 9SM FEW100 BKN250 23/18 A2999 RMK AO2 SLP155 T02280183 $,
JFK,2023-07-01 19:51,72.00,66.00,81.41,160.00,9.00,0.00,30.00,1015.70,10.00,,FEW,FEW,BKN,,7000.00,10000.00,25000.00,,,,,,,,,72.00,KJFK 012351Z 16009KT 10SM FEW070 FEW100 BKN250 22/19 A3000 RMK AO2 SLP157 T02220189 10261 20222 55008 $,
JFK,2023-07-01 20:51,71.00,65.00,80.78,160.00,8.00,0.00,29.99,1015.40,10.00,,SCT,BKN,,,10000.00,25000.00,,,,,,,,,,71.10,KJFK 020051Z 16008KT 10SM SCT100 BKN250 22/18 A2999 RMK AO2 SLP154 T02170183 $,
JFK,2023-07-01 21:51,71.00,67.00,86.59,150.00,8.00,0.00,29.99,1015.50,10.00,,BKN,OVC,,,4900.00,20000.00,,,,,,,,,,71.10,KJFK 020151Z 15008KT 10SM BKN049 OVC200 22/19 A2999 RMK AO2 SLP155 T02170194 $,
JFK,2023-07-01 22:51,71.00,67.00,86.59,170.00,7.00,0.00,29.98,1015.20,10.00,,BKN,BKN,OVC,,4600.00,5500.00,25000.00,,,,,,,,,71.10,KJFK 020251Z 17007KT 10SM BKN046 BKN055 OVC250 22/19 A2998 RMK AO2 SLP152 T02170194 56006 $,
JFK,2023-07-01 23:51,71.00,68.00,89.94,150.00,8.00,0.00,29.97,1015.00,10.00,,SCT,BKN,BKN,OVC,1100.00,5000.00,6000.00,25000.00,,,,,,,,71.10,KJFK 020351Z 15008KT 10SM SCT011 BKN050 BKN060 OVC250 22/20 A2997 RMK AO2 SLP150 T02170200 $,
JFK,2023-07-02 00:06,71.00,68.00,89.94,150.00,5.00,0.00,29.97,,10.00,,BKN,BKN,OVC,,1100.00,4600.00,25000.00,,,,,,,,,71.10,KJFK 020406Z 15005KT 10SM BKN011 BKN046 OVC250 22/20 A2997 RMK AO2 T02170200 $,
JFK,2023-07-02 00:49,71.60,69.80,94.06,160.00,6.00,0.00,29.97,,10.00,,FEW,OVC,,,900.00,5500.00,,,,,,,,,,71.60,KJFK 020449Z 16006KT 10SM FEW009 OVC055 22/21 A2997 RMK AO2 CIG 009 W IEM_GHCNH,
JFK,2023-07-02 00:51,71.00,69.00,93.40,160.00,6.00,0.00,29.97,1014.80,10.00,,SCT,OVC,,,900.00,5500.00,,,,,,,,,,71.10,KJFK 020451Z 16006KT 10SM SCT009 OVC055 22/21 A2997 RMK AO2 CIG 009 W SLP148 T02170206 402670183 $,
JFK,2023-07-02 01:51,71.00,69.00,93.40,150.00,5.00,0.00,29.96,1014.30,10.00,,FEW,BKN,OVC,,800.00,4700.00,6500.00,,,,,,,,,71.10,KJFK 020551Z 15005KT 10SM FEW008 BKN047 OVC065 22/21 A2996 RMK AO2 SLP143 T02170206 10222 20217 58008 $,
JFK,2023-07-02 02:43,71.00,69.00,93.40,130.00,7.00,0.00,29.94,,10.00,,SCT,BKN,OVC,,800.00,1400.00,5500.00,,,,,,,,,71.10,KJFK 020643Z 13007KT 10SM SCT008 BKN014 OVC055 22/21 A2994 RMK AO2 T02170206 $,
JFK,2023-07-02 02:51,71.00,69.00,93.40,140.00,6.00,0.00,29.93,1013.60,10.00,,SCT,BKN,OVC,,800.00,1400.00,5500.00,,,,,,,,,71.10,KJFK 020651Z 14006KT 10SM SCT008 BKN014 OVC055 22/21 A2993 RMK AO2 SLP136 T02170206 $,
JFK,2023-07-02 03:51,71.00,70.00,96.32,140.00,9.00,0.05,29.91,1012.80,10.00,,SCT,BKN,OVC,,800.00,1400.00,4700.00,,,,,,,,,71.10,KJFK 020751Z 14009KT 10SM SCT008 BKN014 OVC047 22/21 A2991 RMK AO2 RAB0656E45 SLP128 P0005 T02170211 $,
JFK,2023-07-02 04:17,70.00,68.00,93.37,120.00,5.00,,29.90,,8.00,,FEW,BKN,OVC,,2900.00,4300.00,5500.00,,RA,,,,,,,70.00,KJFK 020817Z 12005KT 8SM RA FEW029 BKN043 OVC055 21/20 A2990 RMK AO2 VIS 2 1/2 W RAB15 P0000 T02110200 $,
JFK,2023-07-02 04:49,69.80,68.00,94.01,110.00,5.00,,29.91,,10.00,,BKN,OVC,,,2800.00,3800.00,,,,,,,,,,69.80,KJFK 020849Z 11005KT 10SM BKN028 OVC038 21/20 A2991 RMK AO2 RAB15E49 P0000 IEM_GHCNH,
JFK,2023-07-02 04:51,69.00,68.00,96.29,110.00,4.00,,29.91,1012.60,10.00,,BKN,BKN,OVC,,3000.00,3500.00,4200.00,,,,,,,,,69.10,KJFK 020851Z 11004KT 10SM BKN030 BKN035 OVC042 21/20 A2991 RMK AO2 RAB15E49 SLP126 P0000 60005 T02060200 56017 $,
JFK,2023-07-02 05:51,71.00,71.00,100.00,140.00,7.00,,29.90,1012.60,10.00,,FEW,OVC,,,1000.00,3600.00,,,,,,,,,,71.10,KJFK 020951Z 14007KT 10SM FEW010 OVC036 22/22 A2990 RMK AO2 RAB17E28 SLP126 P0000 T02170217 $,
JFK,2023-07-02 06:51,71.00,69.00,93.40,160.00,5.00,0.00,29.91,1012.80,10.00,,FEW,BKN,OVC,,1000.00,3100.00,5000.00,,,,,,,,,71.10,KJFK 021051Z 16005KT 10SM FEW010 BKN031 OVC050 22/21 A2991 RMK AO2 SLP128 T02170206 $,
JFK,2023-07-02 07:02,71.00,70.00,96.32,150.00,5.00,0.00,29.91,,10.00,,FEW,BKN,OVC,,1000.00,2900.00,5000.00,,,,,,,,,71.10,KJFK 021102Z 15005KT 10SM FEW010 BKN029 OVC050 22/21 A2991 RMK AO2 T02170211 $,
JFK,2023-07-02 07:49,71.60,69.80,94.06,160.00,10.00,,29.90,,10.00,,FEW,FEW,BKN,,1000.00,2700.00,3400.00,,,,,,,,,71.60,KJFK 021149Z 16010KT 10SM FEW010 FEW027 BKN034 22/21 A2990 RMK AO2 RAB15E24 P0000 IEM_GHCNH,
JFK,2023-07-02 07:51,72.00,70.00,93.43,170.00,10.00,,29.90,1012.50,10.00,,FEW,FEW,BKN,BKN,1000.00,2700.00,3400.00,14000.00,,,,,,,,72.00,KJFK 021151Z 17010KT 10SM FEW010 FEW027 BKN034 BKN140 OVC210 22/21 A2990 RMK AO2 RAB15E24 SLP125 P0000 60005 70005 T02220211 10222 20206 58001 $,
JFK,2023-07-02 08:51,74.00,71.00,90.97,180.00,12.00,0.00,29.89,1012.10,10.00,,FEW,SCT,BKN,BKN,2500.00,4300.00,6000.00,14000.00,,,,,,,,73.90,KJFK 021251Z 18012KT 10SM FEW025 SCT043 BKN060 BKN140 BKN210 23/22 A2989 RMK AO2 SLP121 T02330217 $,
JFK,2023-07-02 09:18,75.00,70.00,84.46,190.00,14.00,0.00,29.89,,10.00,,BKN,BKN,BKN,BKN,2200.00,4500.00,6000.00,14000.00,,,,,,,,75.00,KJFK 021318Z 19014KT 10SM BKN022 BKN045 BKN060 BKN140 BKN250 24/21 A2989 RMK AO2 T02390211 $,
JFK,2023-07-02 09:51,76.00,70.00,81.96,190.00,14.00,0.00,29.89,1012.10,8.00,,BKN,BKN,BKN,BKN,2200.00,4500.00,6000.00,14000.00,,,,,,,,75.90,KJFK 021351Z 19014KT 8SM BKN022 BKN045 BKN060 BKN140 BKN250 24/21 A2989 RMK AO2 SLP121 T02440211 $,
JFK,2023-07-02 10:51,75.00,70.00,84.46,210.00,8.00,0.00,29.89,1012.10,6.00,,FEW,BKN,BKN,BKN,1500.00,2600.00,5000.00,14000.00,HZ,,,,,,,75.00,KJFK 021451Z 21008KT 6SM HZ FEW015 BKN026 BKN050 BKN140 BKN250 24/21 A2989 RMK AO2 SLP121 T02390211 55004 $,
JFK,2023-07-02 11:51,81.00,71.00,71.92,230.00,8.00,0.00,29.89,1012.00,8.00,,BKN,BKN,BKN,,2200.00,5000.00,25000.00,,,,,,,,,84.95,KJFK 021551Z 23008KT 8SM BKN022 BKN050 BKN250 27/22 A2989 RMK AO2 SLP120 T02720217 $,
JFK,2023-07-02 12:34,82.00,72.00,71.78,210.00,9.00,0.00,29.89,,8.00,,SCT,SCT,BKN,BKN,2000.00,5000.00,15000.00,25000.00,,,,,,,,86.83,KJFK 021634Z 21009KT 8SM SCT020 SCT050 BKN150 BKN250 28/22 A2989 RMK AO2 T02780222 $,
JFK,2023-07-02 12:51,82.00,72.00,71.78,180.00,7.00,0.00,29.88,1011.80,8.00,,SCT,SCT,BKN,BKN,2000.00,5000.00,15000.00,25000.00,,,,,,,,86.83,KJFK 021651Z 18007KT 8SM SCT020 SCT050 BKN150 BKN250 28/22 A2988 RMK AO2 SLP118 T02780222 $,
JFK,2023-07-02 13:51,84.00,73.00,69.59,170.00,11.00,0.00,29.87,1011.30,8.00,,FEW,SCT,BKN,BKN,2000.00,5000.00,20000.00,25000.00,,,,,,,,90.34,KJFK 021751Z 17011KT 8SM FEW020 SCT050 BKN200 BKN250 29/23 A2987 RMK AO2 SLP113 T02890228 10289 20222 58008 $,
JFK,2023-07-02 14:51,78.00,72.00,81.55,170.00,11.00,0.00,29.85,1010.80,6.00,,FEW,SCT,BKN,BKN,4500.00,11000.00,16000.00,25000.00,HZ,,,,,,,78.10,KJFK 021851Z 17011KT 6SM HZ FEW045 SCT110 BKN160 BKN250 26/22 A2985 RMK AO2 SLP108 T02560222 $,
JFK,2023-07-02 15:51,79.00,72.00,79.17,180.00,11.00,0.00,29.84,1010.50,6.00,,FEW,SCT,BKN,BKN,4500.00,11000.00,14000.00,20000.00,HZ,,,,,,,79.00,KJFK 021951Z 18011KT 6SM HZ FEW045 SCT110 BKN140 BKN200 BKN250 26/22 A2984 RMK AO2 SLP105 T02610222 $,
JFK,2023-07-02 16:51,78.00,72.00,81.55,180.00,13.00,0.00,29.83,1010.00,6.00,,BKN,BKN,BKN,BKN,5500.00,11000.00,20000.00,25000.00,HZ,,,,,,,78.10,KJFK 022051Z 18013KT 6SM HZ BKN055TCU BKN110 BKN200 BKN250 26/22 A2983 RMK AO2 SLP100 TCU SW VCSH SW T02560222 57013 $,
JFK,2023-07-02 17:05,77.00,72.00,84.58,180.00,12.00,0.00,29.83,,6.00,,SCT,BKN,BKN,BKN,4000.00,5500.00,11000.00,20000.00,TS HZ,,,,,,,77.00,KJFK 022105Z 18012KT 6SM TS HZ SCT040 BKN055CB BKN110 BKN200 OVC250 25/22 A2983 RMK AO2 TSB02 OCNL LTGIC SW TS SW MOV NE T02500222 $,
JFK,2023-07-02 17:17,75.00,73.00,93.51,200.00,10.00,0.03,29.83,,1.00,,BKN,BKN,OVC,,4000.00,5500.00,7000.00,,+TSRA BR,,,,,,,75.00,KJFK 022117Z 20010KT 1SM R04R/4500VP6000FT +TSRA BR BKN040 BKN055CB OVC070 24/23 A2983 RMK AO2 TWR VIS 1 1/2 RAB07 TSB02 OCNL LTGIC OHD TS OHD MOV NE P0003 T02390228 $,
JFK,2023-07-02 17:42,75.00,74.00,96.38,170.00,9.00,0.42,29.83,,5.00,,SCT,BKN,BKN,BKN,3000.00,4500.00,6000.00,25000.00,TS BR,,,,,,,75.00,KJFK 022142Z 17009KT 5SM TS BR SCT030 BKN045CB BKN060 BKN250 24/23 A2983 RMK AO2 RAB07E41 TSB02 OCNL LTGIC N-E TS N-E MOV E P0042 T02390233 $,
JFK,2023-07-02 17:51,76.00,74.00,93.53,180.00,8.00,0.42,29.84,1010.40,6.00,,FEW,SCT,BKN,BKN,2800.00,5500.00,8500.00,25000.00,TS BR,,,,,,,75.90,KJFK 022151Z 18008KT 6SM TS BR FEW028 SCT055CB BKN085 BKN250 24/23 A2984 RMK AO2 RAB07E41 TSB02 SLP104 OCNL LTGIC N TS N MOV E P0042 T02440233 $,
JFK,2023-07-02 18:26,77.00,73.00,87.48,190.00,3.00,0.00,29.82,,7.00,,FEW,SCT,SCT,BKN,1500.00,5000.00,7500.00,25000.00,,,,,,,,77.00,KJFK 022226Z 19003KT 7SM FEW015 SCT050 SCT075 BKN250 25/23 A2982 RMK AO2 TSE24 T02500228 $,
JFK,2023-07-02 18:51,77.00,73.00,87.48,160.00,6.00,0.00,29.81,1009.40,7.00,,FEW,SCT,BKN,,3000.00,5500.00,25000.00,,,,,,,,,77.00,KJFK 022251Z 16006KT 7SM FEW030 SCT055 BKN250 25/23 A2981 RMK AO2 TSE24 SLP094 T02500228 $,
JFK,2023-07-02 19:51,75.00,72.00,90.40,170.00,10.00,0.00,29.81,1009.50,7.00,,FEW,SCT,SCT,BKN,4500.00,8000.00,12000.00,18000.00,,,,,,,,75.00,KJFK 022351Z 17010KT 7SM FEW045 SCT080 SCT120 BKN180 BKN250 24/22 A2981 RMK AO2 SLP095 60042 T02390222 10289 20233 58005 $,
JFK,2023-07-02 20:51,73.00,72.00,96.68,180.00,12.00,0.00,29.80,1009.20,8.00,18.00,FEW,SCT,SCT,BKN,3000.00,6000.00,10000.00,25000.00,,,,,,,,73.00,KJFK 030051Z 18012G18KT 8SM FEW030 SCT060 SCT100 BKN250 23/22 A2980 RMK AO2 SLP092 T02280222 $,
JFK,2023-07-02 21:51,73.00,72.00,96.68,180.00,9.00,0.00,29.81,1009.40,8.00,,FEW,SCT,BKN,OVC,3000.00,6000.00,16000.00,20000.00,,,,,,,,73.00,KJFK 030151Z 18009KT 8SM FEW030 SCT060 BKN160 OVC200 23/22 A2981 RMK AO2 SLP094 T02280222 $,
JFK,2023-07-02 22:51,73.00,72.00,96.68,180.00,7.00,,29.81,1009.60,8.00,,FEW,BKN,OVC,,7000.00,12000.00,22000.00,,,,,,,,,73.00,KJFK 030251Z 18007KT 8SM FEW070 BKN120 OVC220 23/22 A2981 RMK AO2 LTG DSNT N AND NW RAB24E48 SLP096 P0000 60000 T02280222 53001 $,
JFK,2023-07-02 23:51,73.00,72.00,96.68,180.00,5.00,0.00,29.80,1009.10,7.00,,SCT,BKN,BKN,,3800.00,7000.00,22000.00,,,,,,,,,73.00,KJFK 030351Z 18005KT 7SM SCT038 BKN070 BKN220 23/22 A2980 RMK AO2 LTG DSNT W AND NW SLP091 FRQ LTGICCC DSNT W CB DSNT W MOV E T02280222 $,
JFK,2023-07-03 00:51,76.00,72.00,87.73,290.00,4.00,,29.81,1009.50,10.00,,FEW,SCT,BKN,,2700.00,5500.00,11000.00,,-RA,,,,,,,75.90,KJFK 030451Z 29004KT 10SM -RA FEW027 SCT055 BKN110 24/22 A2981 RMK AO2 RAB48 SLP095 OCNL LTGIC DSNT N CB DSNT N MOV E P0000 T02440222 402890206 $,
JFK,2023-07-03 01:51,74.00,72.00,93.79,230.00,6.00,,29.82,1009.70,10.00,,FEW,SCT,SCT,,3500.00,10000.00,25000.00,,,,,,,,,73.90,KJFK 030551Z 23006KT 10SM FEW035 SCT100 SCT250 23/22 A2982 RMK AO2 RAE0458 SLP097 P0000 60000 T02330222 10250 20228 53002 $,
JFK,2023-07-03 02:51,74.00,71.00,90.97,230.00,7.00,0.00,29.81,1009.50,10.00,,SCT,BKN,,,8000.00,22000.00,,,,,,,,,,73.90,KJFK 030651Z 23007KT 10SM SCT080 BKN220 23/22 A2981 RMK AO2 SLP095 T02330217 $,
JFK,2023-07-03 03:51,74.00,71.00,90.97,250.00,8.00,0.00,29.81,1009.60,10.00,,SCT,BKN,,,3000.00,25000.00,,,,,,,,,,73.90,KJFK 030751Z COR 25008KT 10SM SCT030 BKN250 23/22 A2981 RMK AO2 SLP096 T02330217 $,
JFK,2023-07-03 04:51,74.00,71.00,90.97,270.00,6.00,0.00,29.82,1009.60,10.00,,FEW,SCT,,,5500.00,25000.00,,,,,,,,,,73.90,KJFK 030851Z 27006KT 10SM FEW055 SCT250 23/22 A2982 RMK AO2 SLP096 T02330217 55001 $,
JFK,2023-07-03 05:51,75.00,70.00,84.46,300.00,7.00,0.00,29.81,1009.60,10.00,,SCT,SCT,,,11000.00,25000.00,,,,,,,,,,75.00,KJFK 030951Z 30007KT 10SM SCT110 SCT250 24/21 A2981 RMK AO2 SLP096 T02390211 $,
JFK,2023-07-03 06:51,76.00,71.00,85.09,270.00,5.00,0.00,29.82,1009.70,10.00,,FEW,SCT,BKN,,7500.00,11000.00,25000.00,,,,,,,,,75.90,KJFK 031051Z 27005KT 10SM FEW075 SCT110 BKN250 24/22 A2982 RMK AO2 SLP097 T02440217,
JFK,2023-07-03 07:51,79.00,70.00,73.97,310.00,4.00,0.00,29.84,1010.50,10.00,,FEW,BKN,BKN,,5000.00,11000.00,25000.00,,,,,,,,,79.00,KJFK 031151Z 31004KT 10SM FEW050 BKN110 BKN250 26/21 A2984 RMK AO2 SLP105 70042 T02610211 10261 20228 53009,
JFK,2023-07-03 08:51,77.00,71.00,82.03,190.00,5.00,0.00,29.85,1010.80,10.00,,FEW,SCT,BKN,BKN,4800.00,7000.00,11000.00,25000.00,,,,,,,,77.00,KJFK 031251Z 19005KT 10SM FEW048 SCT070 BKN110 BKN250 25/22 A2985 RMK AO2 SLP108 T02500217,
JFK,2023-07-03 09:51,81.00,71.00,71.92,180.00,8.00,0.00,29.85,1010.80,10.00,,FEW,SCT,SCT,,6500.00,11000.00,25000.00,,,,,,,,,84.95,KJFK 031351Z 18008KT 10SM FEW065 SCT110 SCT250 27/22 A2985 RMK AO2 SLP108 T02720217,
JFK,2023-07-03 10:51,81.00,71.00,71.92,220.00,9.00,0.00,29.86,1011.20,10.00,,FEW,SCT,BKN,BKN,8000.00,14000.00,20000.00,25000.00,,,,,,,,84.95,KJFK 031451Z 22009KT 10SM FEW080 SCT140 BKN200 BKN250 27/22 A2986 RMK AO2 SLP112 T02720217 52007,
JFK,2023-07-03 11:51,82.00,71.00,69.62,190.00,9.00,0.00,29.86,1011.00,10.00,,BKN,BKN,BKN,,14000.00,21000.00,25000.00,,,,,,,,,86.35,KJFK 031551Z 19009KT 10SM BKN140 BKN210 BKN250 28/22 A2986 RMK AO2 SLP110 T02780217,
JFK,2023-07-03 12:51,86.00,71.00,61.20,220.00,9.00,0.00,29.84,1010.60,10.00,,FEW,SCT,BKN,BKN,4000.00,14000.00,21000.00,25000.00,,,,,,,,91.53,KJFK 031651Z 22009KT 10SM FEW040 SCT140 BKN210 BKN250 30/22 A2984 RMK AO2 SLP106 T03000217,
JFK,2023-07-03 13:51,86.00,71.00,61.20,200.00,11.00,0.00,29.84,1010.60,10.00,,FEW,FEW,BKN,BKN,4300.00,14000.00,20000.00,25000.00,,,,,,,,91.53,KJFK 031751Z 20011KT 10SM FEW043 FEW140 BKN200 BKN250 30/22 A2984 RMK AO2 SLP106 T03000217 10306 20244 56006,
JFK,2023-07-03 14:51,85.00,71.00,63.40,170.00,12.00,0.00,29.84,1010.40,10.00,,FEW,SCT,BKN,,4300.00,19000.00,25000.00,,,,,,,,,90.16,KJFK 031851Z 17012KT 10SM FEW043 SCT190 BKN250 29/22 A2984 RMK AO2 SLP104 T02940217,
JFK,2023-07-03 15:51,85.00,70.00,61.06,160.00,12.00,0.00,29.83,1010.00,10.00,,FEW,FEW,SCT,BKN,4300.00,14000.00,20000.00,25000.00,,,,,,,,89.40,KJFK 031951Z 16012KT 10SM FEW043 FEW140 SCT200 BKN250 29/21 A2983 RMK AO2 SLP100 T02940211,
JFK,2023-07-03 16:51,83.00,73.00,72.11,180.00,13.00,0.00,29.82,1009.60,10.00,,FEW,SCT,BKN,,4500.00,16000.00,25000.00,,,,,,,,,88.75,KJFK 032051Z 18013KT 10SM FEW045 SCT160 BKN250 28/23 A2982 RMK AO2 SLP096 CB DSNT NW T02830228 58009,
JFK,2023-07-03 17:51,83.00,73.00,72.11,160.00,10.00,0.00,29.80,1009.20,10.00,,FEW,FEW,SCT,,4500.00,16000.00,25000.00,,,,,,,,,88.75,KJFK 032151Z 16010KT 10SM FEW045 FEW160 SCT250 28/23 A2980 RMK AO2 SLP092 CB DSNT N T02830228,
JFK,2023-07-03 18:51,80.00,72.00,76.36,170.00,10.00,0.00,29.80,1009.20,10.00,,FEW,SCT,SCT,,4500.00,14000.00,25000.00,,,,,,,,,83.94,KJFK 032251Z 17010KT 10SM FEW045 SCT140 SCT250 27/22 A2980 RMK AO2 SLP092 T02670222,
JFK,2023-07-03 19:51,77.00,71.00,82.03,180.00,7.00,0.00,29.82,1009.80,10.00,,SCT,SCT,SCT,,4500.00,14000.00,25000.00,,,,,,,,,77.00,KJFK 032351Z 18007KT 10SM SCT045 SCT140 SCT250 25/22 A2982 RMK AO2 SLP098 T02500217 10300 20250 53001,
JFK,2023-07-03 20:51,76.00,70.00,81.96,190.00,8.00,0.00,29.82,1009.70,10.00,,SCT,SCT,BKN,,4500.00,14000.00,25000.00,,,,,,,,,75.90,KJFK 040051Z 19008KT 10SM SCT045 SCT140 BKN250 24/21 A2982 RMK AO2 LTG DSNT N SLP097 CB DSNT NW VCSH NW T02440211,
JFK,2023-07-03 21:51,79.00,70.00,73.97,210.00,8.00,0.00,29.85,1010.70,10.00,,FEW,BKN,BKN,,5000.00,12000.00,25000.00,,,,,,,,,79.00,KJFK 040151Z 21008KT 10SM FEW050 BKN120 BKN250 26/21 A2985 RMK AO2 SLP107 T02610211,
JFK,2023-07-03 22:51,80.00,71.00,74.07,350.00,8.00,0.00,29.85,1010.80,10.00,,BKN,BKN,BKN,BKN,5000.00,6500.00,12000.00,25000.00,,,,,,,,83.64,KJFK 040251Z 35008KT 10SM BKN050 BKN065 BKN120 BKN250 27/22 A2985 RMK AO2 LTG DSNT NE SLP108 T02670217 53011,
JFK,2023-07-03 23:51,75.00,73.00,93.51,60.00,8.00,0.15,29.85,1010.80,10.00,,FEW,BKN,BKN,BKN,3100.00,5000.00,8000.00,25000.00,,,,,,,,75.00,KJFK 040351Z 06008KT 10SM FEW031 BKN050 BKN080 BKN250 24/23 A2985 RMK AO2 RAB13E27 SLP108 P0015 T02390228,
JFK,2023-07-04 00:21,75.00,73.00,93.51,150.00,3.00,0.00,29.87,,10.00,,BKN,BKN,,,4800.00,7000.00,,,VCTS,,,,,,,75.00,KJFK 040421Z 15003KT 10SM VCTS BKN048 BKN070 24/23 A2987 RMK AO2 LTG DSNT SW AND W TSE20 T02390228,
JFK,2023-07-04 00:26,75.00,73.00,93.51,180.00,4.00,,29.87,,4.00,,BKN,BKN,,,4800.00,7000.00,,,-TSRA BR,,,,,,,75.00,KJFK 040426Z 18004KT 4SM -TSRA BR BKN048CB BKN070 24/23 A2987 RMK AO2 LTG DSNT SW AND W RAB25 TSE20B26 OCNL LTGICCC W TS W MOV NE P0000 T02390228,
