YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_CARRIER_AIRLINE_ID,TAIL_NUM,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,CRS_DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,CANCELLED,DIVERTED,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,ORIGIN_AIRPORT_CODE
2023,7,1,6,19393,N299WN,12953,10397,1530,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,7.0,0.0,0.0,LGA
2023,7,1,6,19393,N453WN,12953,13198,1355,73.0,73.0,1.0,4.0,0.0,0.0,10.0,0.0,6.0,0.0,63.0,LGA
2023,7,1,6,19393,N490WN,12953,15016,1845,24.0,24.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,15.0,LGA
2023,7,1,6,19393,N7735A,12953,11292,805,5.0,5.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19393,N7737E,12953,10693,600,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19393,N773SA,12953,10397,730,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19393,N8327A,12953,11259,1230,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19393,N8510E,12953,15304,1125,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19393,N8564Z,12953,13232,1520,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19393,N8571Z,12953,13232,1830,28.0,28.0,1.0,1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19393,N8573Z,12953,13232,2035,20.0,20.0,1.0,1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19393,N8584Z,12953,10693,1255,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,LGA
2023,7,1,6,19393,N8626B,12953,11292,1655,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19393,N8656B,12953,10693,1840,161.0,161.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,LGA
2023,7,1,6,19393,N8660A,12953,15016,645,5.0,5.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19393,N8664J,12953,12191,1625,18.0,18.0,1.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,LGA
2023,7,1,6,19393,N8735L,12953,11259,625,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19393,N8798Q,12953,13232,600,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19393,N8827Q,12953,10693,910,-5.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19393,N8836Q,12953,10397,1135,15.0,15.0,1.0,1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19393,N8843S,12953,11259,1935,64.0,64.0,1.0,4.0,0.0,0.0,13.0,0.0,0.0,0.0,44.0,LGA
2023,7,1,6,19393,N927WN,12953,12191,715,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19393,N950WN,12953,13232,1110,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19690,N373HA,12478,12173,1000,22.0,22.0,1.0,1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N101DQ,12953,10397,1800,211.0,211.0,1.0,12.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,LGA
2023,7,1,6,19790,N103DY,12478,11697,1528,50.0,50.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,JFK
2023,7,1,6,19790,N104DN,12953,10397,1200,25.0,25.0,1.0,1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N104DU,12953,11298,1015,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N105DU,12953,13930,1159,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N105DU,12953,14635,1855,-9.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N105DX,12478,13204,1510,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N105DX,12953,13204,710,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N106DU,12953,14869,640,140.0,140.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,LGA
2023,7,1,6,19790,N109DU,12953,11433,715,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N111DC,12953,13204,1440,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N113DX,12953,10397,1600,27.0,27.0,1.0,1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N114DN,11618,14869,735,11.0,11.0,0.0,0.0,0.0,0.0,,,,,,EWR
2023,7,1,6,19790,N115DN,12953,13487,1519,6.0,6.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N119DU,12953,10994,940,9.0,9.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N119DU,12953,11298,1515,43.0,43.0,1.0,2.0,0.0,0.0,43.0,0.0,17.0,0.0,0.0,LGA
2023,7,1,6,19790,N120DU,12953,12266,730,-9.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N120DU,12953,12266,1730,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N121DU,12953,13930,1855,-3.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N121DU,12953,14635,1050,-5.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N121DZ,12478,11697,735,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N124DU,12478,12451,1820,86.0,86.0,1.0,5.0,0.0,0.0,86.0,0.0,11.0,0.0,0.0,JFK
2023,7,1,6,19790,N124DU,12478,14683,1025,,,,,1.0,0.0,,,,,,JFK
2023,7,1,6,19790,N124DX,12953,11433,1259,172.0,172.0,1.0,11.0,0.0,0.0,0.0,0.0,167.0,0.0,14.0,LGA
2023,7,1,6,19790,N125DN,12953,10397,600,8.0,8.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N125DU,12953,13930,735,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N126DN,12478,11292,1958,45.0,45.0,1.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,JFK
2023,7,1,6,19790,N126DN,12478,11697,1100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N131DU,12953,14986,1132,12.0,12.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N132DU,12478,11433,1252,115.0,115.0,1.0,7.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,JFK
2023,7,1,6,19790,N136DQ,12953,10994,1559,69.0,69.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,LGA
2023,7,1,6,19790,N141DU,12478,11298,830,68.0,68.0,1.0,4.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,JFK
2023,7,1,6,19790,N141DU,12478,11298,1759,84.0,84.0,1.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,70.0,JFK
2023,7,1,6,19790,N142DU,12478,10721,2100,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N1604R,12478,12892,1515,13.0,13.0,0.0,0.0,0.0,0.0,13.0,0.0,14.0,0.0,0.0,JFK
2023,7,1,6,19790,N16065,12478,12892,700,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N174DN,12478,14771,830,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N175DN,12478,12173,959,-5.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N177DN,12478,12892,1905,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N178DN,12478,12892,1355,18.0,18.0,1.0,1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N183DN,12478,14771,1030,152.0,152.0,1.0,10.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,JFK
2023,7,1,6,19790,N185DN,12478,14679,815,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N302DN,12953,13487,1059,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N302DU,11618,13487,1527,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,,EWR
2023,7,1,6,19790,N306DN,12953,11433,930,4.0,4.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N319US,12478,10423,710,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N324DX,12953,10397,1359,44.0,44.0,1.0,2.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,LGA
2023,7,1,6,19790,N324NB,12953,14027,1135,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N324NB,12953,15304,1947,-3.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N325DN,12953,11697,1119,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N325DN,12953,11697,1959,8.0,8.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N326DN,12478,13204,959,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N326DN,12953,13204,1759,32.0,32.0,1.0,2.0,0.0,0.0,32.0,0.0,10.0,0.0,0.0,LGA
2023,7,1,6,19790,N331NB,12953,13495,1920,219.0,219.0,1.0,12.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,LGA
2023,7,1,6,19790,N331NB,12953,15304,710,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N331NB,12953,15304,1500,10.0,10.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N334DN,12478,13204,735,-3.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N341NW,12953,11433,600,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N342NB,12478,13487,1629,-8.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N342NB,12478,13495,758,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N346NB,12478,13487,805,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N349DX,12953,13204,1155,20.0,20.0,1.0,1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N349DX,12953,13204,1959,14.0,14.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N351NB,12478,10423,1459,-3.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N351NW,12478,10423,1808,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N353NB,12953,11433,1705,175.0,175.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,LGA
2023,7,1,6,19790,N357NB,12478,10792,2200,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N358NB,12953,14027,705,53.0,53.0,1.0,3.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,LGA
2023,7,1,6,19790,N358NB,12953,14027,1511,47.0,47.0,1.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,LGA
2023,7,1,6,19790,N361DN,12953,13487,610,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N362NB,12953,13495,1110,-3.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N362NB,12953,14027,1929,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N364NB,12953,15304,1119,339.0,339.0,1.0,12.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,LGA
2023,7,1,6,19790,N365DN,11618,14869,1839,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,,EWR
2023,7,1,6,19790,N367NW,12478,10423,1229,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N368DN,12953,10397,800,89.0,89.0,1.0,5.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,LGA
2023,7,1,6,19790,N369NB,12478,10397,843,-3.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N371NB,12478,13495,1615,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N3737C,12478,14027,710,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N3737C,12478,14027,1530,-5.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N373DA,12478,15304,1929,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N3753,12478,13303,1550,186.0,186.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,JFK
2023,7,1,6,19790,N3753,12953,13303,710,230.0,230.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,LGA
2023,7,1,6,19790,N3756,11618,10397,1652,9.0,9.0,0.0,0.0,0.0,0.0,,,,,,EWR
2023,7,1,6,19790,N3760C,12953,11292,730,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N3760C,12953,11292,1800,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N3761R,11618,10397,715,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,EWR
2023,7,1,6,19790,N3762Y,12478,13303,1107,-5.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,JFK
2023,7,1,6,19790,N3762Y,12953,13303,1943,20.0,20.0,1.0,1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N3765,12478,14635,700,-5.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N3767,12478,13303,735,6.0,6.0,0.0,0.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N3767,12953,13303,1605,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N378DN,12478,13204,1200,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N378DN,12478,13204,1915,42.0,42.0,1.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,17.0,JFK
2023,7,1,6,19790,N379DN,12953,11697,705,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N379DN,12953,11697,1531,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N383DZ,12953,10397,959,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N385DN,11618,10397,1400,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,EWR
2023,7,1,6,19790,N389DA,12953,13303,1124,6.0,6.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19790,N393DN,12953,13487,755,97.0,97.0,1.0,6.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,LGA
2023,7,1,6,19790,N395DN,12478,10397,1729,34.0,34.0,1.0,2.0,0.0,0.0,27.0,0.0,19.0,0.0,7.0,JFK
2023,7,1,6,19790,N507DZ,12478,12889,1110,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N509DT,12478,12889,1710,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N513DA,12478,14679,1640,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N515DE,12478,11292,800,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N522DA,12478,14747,1640,,,,,1.0,0.0,,,,,,JFK
2023,7,1,6,19790,N526DE,12478,14747,1929,78.0,78.0,1.0,5.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,JFK
2023,7,1,6,19790,N531DA,12478,12889,2135,51.0,51.0,1.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,7.0,JFK
2023,7,1,6,19790,N531DA,12478,14747,715,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N536DN,12478,14679,2110,9.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,6.0,JFK
2023,7,1,6,19790,N537DT,12478,12889,720,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,JFK
2023,7,1,6,19790,N6708D,12478,14869,630,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N6714Q,12478,15024,825,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,JFK
2023,7,1,6,19790,N688DL,12478,10397,600,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N703TW,12478,14771,1559,16.0,16.0,1.0,1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N704X,12478,14771,1929,71.0,71.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,35.0,JFK
2023,7,1,6,19790,N718TW,12478,14747,1124,-3.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N722TW,12478,10397,1459,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N727TW,12478,14771,1715,,,,,1.0,0.0,,,,,,JFK
2023,7,1,6,19790,N801DZ,12478,14869,1045,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N818DA,12478,14869,1753,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N819DN,11618,10397,820,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,EWR
2023,7,1,6,19790,N822NW,12478,12892,1005,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N824DN,12478,15304,700,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N825MH,12478,12892,1700,22.0,22.0,1.0,1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N839DN,12478,14057,840,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N844MH,12478,12892,800,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N847DN,12478,14057,1859,80.0,80.0,1.0,5.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,JFK
2023,7,1,6,19790,N865DN,12478,14869,2000,70.0,70.0,1.0,4.0,0.0,1.0,,,,,,JFK
2023,7,1,6,19790,N865DN,12478,15304,1122,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N871DN,12478,14843,1340,23.0,23.0,1.0,1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N873DN,12478,14843,2045,14.0,14.0,0.0,0.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N876DN,12478,14107,700,177.0,177.0,1.0,11.0,0.0,0.0,177.0,0.0,1.0,0.0,0.0,JFK
2023,7,1,6,19790,N885DN,12478,14107,1841,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N885DN,12478,14843,805,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N891DN,12478,10397,1300,12.0,12.0,0.0,0.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N915DU,12478,10397,1955,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N919DU,12478,11292,1555,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N925AT,11618,10397,1200,56.0,56.0,1.0,3.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,EWR
2023,7,1,6,19790,N927DZ,12478,10397,1135,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19790,N928DU,12478,11697,1940,19.0,19.0,1.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,JFK
2023,7,1,6,19790,N929DZ,12478,13303,1959,62.0,62.0,1.0,4.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,JFK
2023,7,1,6,19790,N930AT,11618,11433,953,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,,EWR
2023,7,1,6,19790,N935AT,11618,11433,1303,-5.0,0.0,0.0,-1.0,0.0,0.0,,,,,,EWR
2023,7,1,6,19790,N938AT,11618,11433,600,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,,EWR
2023,7,1,6,19790,N944AT,11618,10397,600,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,EWR
2023,7,1,6,19790,N977AT,11618,13487,620,-8.0,0.0,0.0,-1.0,0.0,0.0,,,,,,EWR
2023,7,1,6,19790,N979AT,11618,13487,1240,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,,EWR
2023,7,1,6,19790,N980AT,11618,11433,1705,23.0,23.0,1.0,1.0,0.0,0.0,,,,,,EWR
2023,7,1,6,19790,N983AT,11618,10397,1851,41.0,41.0,1.0,2.0,0.0,0.0,,,,,,EWR
2023,7,1,6,19805,N101NN,12478,12892,1530,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N107NN,12478,12892,959,-10.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N108NN,12478,12892,1800,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N109NN,12478,14771,1659,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N111ZM,12478,12892,1625,-10.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N112AN,12478,14908,917,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N113AN,12478,14771,630,-5.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N113AN,12478,14771,2030,-8.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N115NN,12478,12892,600,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N115NN,12478,12892,1934,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N116AN,12478,12892,1130,-11.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N117AN,12478,12892,729,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N117AN,12478,12892,2100,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N119US,12478,11057,759,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N152UW,11618,11057,500,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,EWR
2023,7,1,6,19805,N302SS,12953,13303,1300,15.0,15.0,1.0,1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19805,N304RB,12478,13303,600,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N308RD,12478,13303,759,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N318SF,12478,13303,700,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N323SG,12478,14107,1325,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N335RT,12478,14107,640,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N335SN,12478,13303,1259,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N342SX,12478,10423,1730,6.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,33.0,0.0,0.0,JFK
2023,7,1,6,19805,N357PV,11618,11298,642,-9.0,0.0,0.0,-1.0,0.0,0.0,,,,,,EWR
2023,7,1,6,19805,N358PW,12953,11057,1509,-5.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19805,N378SC,12953,13303,600,10.0,10.0,0.0,0.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19805,N4032T,12478,15024,1020,-10.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N418AN,11618,11298,1741,73.0,73.0,1.0,4.0,0.0,0.0,73.0,0.0,21.0,0.0,0.0,EWR
2023,7,1,6,19805,N449AN,11618,14107,1659,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,,EWR
2023,7,1,6,19805,N524UW,11618,11298,825,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,EWR
2023,7,1,6,19805,N538UW,12953,11057,1300,36.0,36.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,LGA
2023,7,1,6,19805,N551UW,12953,11057,600,29.0,29.0,1.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,LGA
2023,7,1,6,19805,N581UW,11618,11057,601,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,EWR
2023,7,1,6,19805,N581UW,12953,11057,1720,201.0,201.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,LGA
2023,7,1,6,19805,N582UW,11618,11057,959,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,,EWR
2023,7,1,6,19805,N763US,12953,11278,715,-10.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19805,N769US,12953,11278,1200,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19805,N779AN,12478,13303,1629,-4.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,JFK
2023,7,1,6,19805,N802NN,12953,13930,928,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19805,N8030F,12478,11057,1900,8.0,8.0,0.0,0.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N805NN,12953,13303,1125,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
2023,7,1,6,19805,N807AW,12478,10423,755,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,,JFK
2023,7,1,6,19805,N808NN,12953,11298,1426,34.0,34.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,LGA
2023,7,1,6,19805,N813NN,12953,11057,1917,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,LGA
