YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_CARRIER_AIRLINE_ID,TAIL_NUM,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,CRS_DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,CANCELLED,CANCELLATION_CODE,DIVERTED,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2024,2,2,5,19930,N954AK,12478,14771,1859,25,25,1,1,0,,0,,,,,
2024,2,2,5,20409,N952JB,12478,13891,1859,-1,0,0,-1,0,,0,,,,,
2024,2,2,5,19790,N531DA,12478,14747,1900,-4,0,0,-1,0,,0,,,,,
2024,2,2,5,20452,N108HQ,12478,14492,1900,-4,0,0,-1,0,,0,,,,,
2024,2,2,5,19790,N171DN,12478,14771,1915,-4,0,0,-1,0,,0,,,,,
2024,2,2,5,19805,N9002U,12478,11057,1920,-7,0,0,-1,0,,0,,,,,
2024,2,2,5,20304,N310SY,12478,13930,1925,-8,0,0,-1,0,,0,,,,,
2024,2,2,5,20409,N995JL,12478,13204,1929,-3,0,0,-1,0,,0,,,,,
2024,2,2,5,20363,N187GJ,12478,10994,1930,-1,0,0,-1,0,,0,,,,,
2024,2,2,5,20409,N974JT,12478,14843,1934,5,5,0,0,0,,0,,,,,
2024,2,2,5,20452,N215JQ,12478,12451,1935,0,0,0,0,0,,0,,,,,
2024,2,2,5,19790,N550NW,12478,10397,1940,-8,0,0,-1,0,,0,,,,,
2024,2,2,5,19790,N910DU,12478,15304,1940,0,0,0,0,0,,0,,,,,
2024,2,2,5,20363,N691CA,12478,14492,1940,-9,0,0,-1,0,,0,,,,,
2024,2,2,5,19790,N178DN,12478,12892,1945,-4,0,0,-1,0,,0,,,,,
2024,2,2,5,19790,N506DA,12478,14057,1945,35,35,1,2,0,,0,,,,,
2024,2,2,5,20363,N311PQ,12478,14685,1945,0,0,0,0,0,,0,,,,,
2024,2,2,5,20363,N325PQ,12478,11057,1945,-6,0,0,-1,0,,0,,,,,
2024,2,2,5,19790,N125DN,12478,13303,1955,-3,0,0,-1,0,,0,0,0,27,0,0
2024,2,2,5,19790,N115DN,12478,13204,1959,-5,0,0,-1,0,,0,,,,,
2024,2,2,5,20409,N827JB,12478,15304,2000,27,27,1,1,0,,0,,,,,
2024,2,2,5,20452,N115HQ,12478,14122,2000,-6,0,0,-1,0,,0,,,,,
2024,2,2,5,19790,N320DN,12478,11697,2005,-9,0,0,-1,0,,0,,,,,
2024,2,2,5,19790,N905DN,12478,14869,2010,18,18,1,1,0,,0,,,,,
2024,2,2,5,19930,N948AK,12478,14057,2015,30,30,1,2,0,,0,,,,,
2024,2,2,5,20409,N652JB,12478,14635,2015,44,44,1,2,0,,0,,,,,
2024,2,2,5,20363,N607LR,12478,10581,2020,-6,0,0,-1,0,,0,,,,,
2024,2,2,5,20409,N589JB,12478,11292,2024,-3,0,0,-1,0,,0,,,,,
2024,2,2,5,20409,N334JB,12478,10397,2029,13,13,0,0,0,,0,,,,,
2024,2,2,5,19805,N105NN,12478,12892,2030,-3,0,0,-1,0,,0,,,,,
2024,2,2,5,20409,N957JB,12478,13204,2030,15,15,1,1,0,,0,,,,,
2024,2,2,5,20452,N412YX,12478,12339,2030,-10,0,0,-1,0,,0,,,,,
2024,2,2,5,20409,N568JB,12478,10721,2040,-9,0,0,-1,0,,0,,,,,
2024,2,2,5,20409,N945JT,12478,12892,2045,19,19,1,1,0,,0,,,,,
2024,2,2,5,20452,N211JQ,12478,11066,2050,-9,0,0,-1,0,,0,,,,,
2024,2,2,5,19790,N541DE,12478,14107,2054,-9,0,0,-1,0,,0,,,,,
2024,2,2,5,20363,N197PQ,12478,10785,2055,-4,0,0,-1,0,,0,,,,,
2024,2,2,5,19805,N113AN,12478,14771,2100,-7,0,0,-1,0,,0,,,,,
2024,2,2,5,20409,N729JB,12478,14869,2100,-6,0,0,-1,0,,0,,,,,
2024,2,2,5,20452,N405YX,12478,10721,2110,-9,0,0,-1,0,,0,,,,,
2024,2,2,5,19805,N107NN,12478,12892,2115,-8,0,0,-1,0,,0,,,,,
2024,2,2,5,20363,N200PQ,12478,10821,2115,-4,0,0,-1,0,,0,,,,,
2024,2,2,5,20363,N929XJ,12478,12397,2120,-10,0,0,-1,0,,0,,,,,
2024,2,2,5,20409,N657JB,12478,10732,2130,5,5,0,0,0,,0,,,,,
2024,2,2,5,20452,N430YX,12478,14492,2130,-10,0,0,-1,0,,0,,,,,
2024,2,2,5,19790,N113DQ,12478,10721,2135,-5,0,0,-1,0,,0,,,,,
2024,2,2,5,20409,N206JB,12478,14576,2145,-9,0,0,-1,0,,0,,,,,
2024,2,2,5,20452,N408YX,12478,11278,2157,-9,0,0,-1,0,,0,,,,,
2024,2,2,5,20409,N258JB,12478,14492,2159,80,80,1,5,0,,0,48,0,0,0,0
2024,2,2,5,20409,N355JB,12478,10792,2159,0,0,0,0,0,,0,,,,,
2024,2,2,5,20409,N375JB,12478,10721,2159,-6,0,0,-1,0,,0,,,,,
2024,2,2,5,20409,N779JB,12478,14843,2159,-1,0,0,-1,0,,0,,,,,
2024,2,2,5,20452,N407YX,12478,10721,2159,-10,0,0,-1,0,,0,,,,,
2024,2,2,5,20363,N293PQ,12478,14321,2200,-20,0,0,-2,0,,0,,,,,
2024,2,2,5,20363,N331PQ,12478,14576,2200,-11,0,0,-1,0,,0,,,,,
2024,2,2,5,20409,N307JB,12478,10721,2229,-10,0,0,-1,0,,0,,,,,
2024,2,2,5,20363,N326PQ,12478,15096,2230,-5,0,0,-1,0,,0,,,,,
2024,2,2,5,20304,N256SY,12478,10792,2259,11,11,0,0,0,,0,,,,,
2024,2,2,5,20409,N775JB,12478,14254,2259,-9,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N330TJ,12478,13303,525,-2,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N768JB,12478,10721,530,-5,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N723TW,12478,10397,600,-4,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N101NN,12478,14771,600,-7,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N840NN,12478,11057,600,-5,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N633JB,12478,13303,600,-4,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N237JQ,12478,10721,600,-8,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N552NW,12478,14869,620,-3,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N109NN,12478,12892,630,-7,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N324RA,12478,13303,630,-4,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N606JB,12478,11697,630,-6,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N982JB,12478,14771,630,4,4,0,0,0,,0,,,,,
2024,2,3,6,19805,N302SS,12478,14107,634,-7,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N304JB,12478,10721,646,-7,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N228PQ,12478,13487,650,-10,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N197DN,12478,12892,700,-1,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N329DN,12478,11697,700,-4,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N511DE,12478,14107,700,235,235,1,12,0,,0,181,0,0,0,0
2024,2,3,6,19790,N831DN,12478,13204,700,-5,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N104NN,12478,12892,700,7,7,0,0,0,,0,,,,,
2024,2,3,6,19805,N906AN,12478,11057,700,-6,0,0,-1,0,,0,,,,,
2024,2,3,6,19930,N461AS,12478,14747,700,-8,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N921XJ,12478,11433,700,4,4,0,0,0,,0,,,,,
2024,2,3,6,20409,N589JB,12478,13204,700,-8,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N313DU,12478,10423,705,6,6,0,0,0,,0,,,,,
2024,2,3,6,19790,N385DZ,12478,13303,705,-7,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N807DN,12478,14635,705,-4,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N525DA,12478,14747,710,46,46,1,3,0,,0,,,,,
2024,2,3,6,20409,N3118J,12478,10693,710,-9,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N315SD,12478,13303,729,-3,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N545DE,12478,12889,730,-4,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N913JB,12478,14843,730,-6,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N944JT,12478,12889,730,-8,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N3102J,12478,14027,731,0,0,0,0,0,,0,,,,,
2024,2,3,6,20363,N331PQ,12478,11193,732,-8,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N863DN,12478,15304,745,-4,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N9013A,12478,11503,753,-5,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N343NB,12478,13495,759,26,26,1,1,0,,0,,,,,
2024,2,3,6,20363,N928XJ,12478,10994,759,-1,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N929XJ,12478,11057,759,-9,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N193DN,12478,14771,800,3,3,0,0,0,,0,,,,,
2024,2,3,6,19790,N342NB,12478,10397,800,-3,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N540DE,12478,11292,800,-1,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N550DN,12478,14843,800,-3,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N232PQ,12478,14685,800,-9,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N3125J,12478,13342,800,-7,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N775JB,12478,10423,800,121,121,1,8,0,,0,87,0,0,0,0
2024,2,3,6,20409,N784JB,12478,14635,800,-1,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N108HQ,12478,11278,800,22,22,1,1,0,,0,,,,,
2024,2,3,6,19805,N848NN,12478,11298,805,-4,0,0,-1,0,,0,,,,,
2024,2,3,6,20304,N256SY,12478,13930,810,-4,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N309PQ,12478,10792,812,-2,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N959JB,12478,14843,812,21,21,1,1,0,,0,,,,,
2024,2,3,6,19790,N502DX,12478,14679,815,-5,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N337TN,12478,11057,815,-6,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N238JB,12478,13204,819,11,11,0,0,0,,0,,,,,
2024,2,3,6,19790,N842DN,12478,14027,820,0,0,0,0,0,,0,,,,,
2024,2,3,6,19790,N547US,12478,15024,830,-4,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N9022G,12478,15024,830,-1,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N113DQ,12478,11298,835,-5,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N695CA,12478,10693,842,-7,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N759AN,12478,14107,859,30,30,1,2,0,,0,,,,,
2024,2,3,6,19805,N770AN,12478,13303,900,-5,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N926NN,12478,13930,900,-7,0,0,-1,0,,0,,,,,
2024,2,3,6,19930,N495AS,12478,14262,900,-6,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N182GJ,12478,10785,900,96,96,1,6,0,,0,86,0,0,0,0
2024,2,3,6,20363,N200PQ,12478,14492,900,-2,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N905XJ,12478,13931,900,-6,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N109HQ,12478,11193,900,-12,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N232JQ,12478,12451,900,0,0,0,0,0,,0,,,,,
2024,2,3,6,20409,N358JB,12478,14685,905,-11,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N965JT,12478,11697,905,1,1,0,0,0,,0,,,,,
2024,2,3,6,20409,N206JB,12478,10792,915,-4,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N3152J,12478,15304,915,-1,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N303DN,12478,13204,930,-3,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N377DN,12478,13303,930,-1,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N102NN,12478,12892,930,-4,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N108NN,12478,14908,930,-6,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N172DN,12478,12892,945,-7,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N354JB,12478,14492,949,-9,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N317JB,12478,11433,950,-8,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N330PQ,12478,11278,959,84,84,1,5,0,,0,53,0,0,0,11
2024,2,3,6,19690,N391HA,12478,12173,1000,-7,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N302PQ,12478,14524,1000,-4,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N406YX,12478,11042,1000,-6,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N215JQ,12478,10721,1010,-1,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N187DN,12478,14869,1029,-2,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N3156J,12478,14683,1030,15,15,1,1,0,,0,,,,,
2024,2,3,6,20409,N979JT,12478,14679,1030,-9,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N403YX,12478,13931,1059,-10,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N505DZ,12478,12889,1100,0,0,0,0,0,,0,,,,,
2024,2,3,6,19790,N717TW,12478,14771,1100,-6,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N843MH,12478,12173,1100,-3,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N111ZM,12478,12892,1100,-3,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N316PQ,12478,12397,1100,-5,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N2156J,12478,12892,1100,0,0,0,0,0,,0,,,,,
2024,2,3,6,19790,N528DE,12478,11697,1110,50,50,1,3,0,,0,23,0,0,0,0
2024,2,3,6,19790,N109DN,12478,13303,1115,-3,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N325PQ,12478,12264,1121,10,10,0,0,0,,0,,,,,
2024,2,3,6,20409,N2016J,12478,14869,1129,107,107,1,7,0,,0,63,0,0,0,0
2024,2,3,6,20452,N417YX,12478,11066,1129,-2,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N840NN,12478,11057,1130,6,6,0,0,0,,0,,,,,
2024,2,3,6,19790,N910DU,12478,10397,1140,-2,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N122HQ,12478,14492,1159,-10,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N131HQ,12478,13933,1159,3,3,0,0,0,,0,,,,,
2024,2,3,6,19790,N345DN,12478,13204,1200,29,29,1,1,0,,0,,,,,
2024,2,3,6,19790,N908DN,12478,14843,1200,16,16,1,1,0,,0,,,,,
2024,2,3,6,20304,N324SY,12478,13930,1200,-6,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N355JB,12478,10994,1200,-6,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N651JB,12478,14843,1200,22,22,1,1,0,,0,,,,,
2024,2,3,6,20409,N975JT,12478,11697,1200,0,0,0,0,0,,0,,,,,
2024,2,3,6,20304,N246SY,12478,13487,1210,-6,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N233JQ,12478,10792,1215,-8,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N436YX,12478,12339,1220,-12,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N304RB,12478,13303,1229,15,15,1,1,0,,0,,,,,
2024,2,3,6,20363,N195PQ,12478,11433,1229,14,14,0,0,0,,0,,,,,
2024,2,3,6,20409,N2151J,12478,12892,1230,31,31,1,2,0,,0,,,,,
2024,2,3,6,19790,N3764D,12478,15304,1242,-3,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N419DX,12478,12892,1245,65,65,1,4,0,,0,,,,,
2024,2,3,6,19805,N328TC,12478,14107,1259,-9,0,0,-1,0,,0,,,,,
2024,2,3,6,19930,N955AK,12478,14771,1300,-6,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N538CA,12478,14576,1300,-3,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N602LR,12478,14492,1300,-1,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N258JB,12478,10721,1300,-10,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N644JB,12478,11697,1300,-4,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N523JB,12478,14027,1315,6,6,0,0,0,,0,,,,,
2024,2,3,6,20363,N309PQ,12478,13198,1320,-9,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N440YX,12478,10693,1322,-7,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N206JB,12478,14576,1329,-10,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N430YX,12478,14122,1329,-9,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N279PQ,12478,14685,1330,25,25,1,1,0,,0,,,,,
2024,2,3,6,20363,N905XJ,12478,15096,1330,-5,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N396DN,12478,14635,1340,-10,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N603JB,12478,13303,1340,-3,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N129HQ,12478,10721,1344,-9,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N3118J,12478,12266,1345,-1,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N274JB,12478,14986,1351,-15,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N929XJ,12478,14122,1353,-4,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N239JQ,12478,10721,1357,-5,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N928XJ,12478,11042,1359,-10,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N999JQ,12478,13204,1359,0,0,0,0,0,,0,,,,,
2024,2,3,6,20452,N222JQ,12478,11278,1359,-9,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N232PQ,12478,11057,1407,-9,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N3125J,12478,13198,1429,-7,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N354JB,12478,15096,1429,-2,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N112DU,12478,12451,1430,-3,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N921NN,12478,11298,1430,9,9,0,0,0,,0,,,,,
2024,2,3,6,20363,N302PQ,12478,10994,1430,-9,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N301PQ,12478,11193,1435,-7,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N438YX,12478,11193,1440,-6,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N341TR,12478,11057,1450,-9,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N924XJ,12478,12339,1455,-5,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N972JT,12478,13204,1457,70,70,1,4,0,,0,32,0,0,0,0
2024,2,3,6,20363,N910XJ,12478,14321,1459,-4,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N329JB,12478,13930,1459,19,19,1,1,0,,0,,,,,
2024,2,3,6,20452,N408YX,12478,11278,1459,-10,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N361DN,12478,11697,1500,-3,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N409YX,12478,14492,1520,-10,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N136EV,12478,10821,1521,-4,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N105NN,12478,12892,1529,-1,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N3102J,12478,10800,1529,17,17,1,1,0,,0,,,,,
2024,2,3,6,19805,N721AN,12478,13303,1530,-5,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N112HQ,12478,14122,1532,-10,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N238JB,12478,10397,1534,43,43,1,2,0,,0,,,,,
2024,2,3,6,19790,N110DX,12478,13303,1535,-2,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N807DN,12478,14027,1540,-5,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N832NN,12478,13930,1540,44,44,1,2,0,,0,,,,,
2024,2,3,6,20363,N695CA,12478,10792,1540,-5,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N207JQ,12478,14524,1540,-9,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N407YX,12478,12339,1540,-6,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N178DN,12478,12892,1545,-1,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N358JB,12478,10792,1550,-6,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N985JT,12478,14771,1550,-5,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N232JQ,12478,11066,1550,-6,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N174DZ,12478,10397,1555,-7,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N504DZ,12478,12889,1555,-9,0,0,-1,0,,0,,,,,
2024,2,3,6,20304,N603CZ,12478,12264,1555,-4,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N303DN,12478,13204,1559,82,82,1,5,0,,0,35,0,0,0,0
2024,2,3,6,20409,N978JB,12478,12892,1559,-10,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N863DN,12478,14869,1600,-2,0,0,-1,0,,0,,,,,
2024,2,3,6,20304,N256SY,12478,13930,1600,-2,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N292PQ,12478,10693,1600,-5,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N131HQ,12478,10693,1600,-10,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N405YX,12478,11042,1600,-9,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N343NB,12478,13495,1610,23,23,1,1,0,,0,,,,,
2024,2,3,6,20452,N240JQ,12478,13342,1610,-10,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N526JL,12478,15304,1614,-8,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N106NN,12478,12892,1629,36,36,1,2,0,,0,,,,,
2024,2,3,6,19930,N979AK,12478,14747,1630,6,6,0,0,0,,0,,,,,
2024,2,3,6,20363,N315PQ,12478,14492,1631,-4,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N967JT,12478,14679,1635,-5,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N306NY,12478,11298,1636,0,0,0,0,0,,0,,,,,
2024,2,3,6,19790,N712TW,12478,14771,1645,-5,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N3152J,12478,13495,1645,-2,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N518DQ,12478,14679,1646,-12,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N318NB,12478,11433,1650,-3,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N506DA,12478,14107,1659,-9,0,0,-1,0,,0,,,,,
2024,2,3,6,19930,N932AK,12478,14679,1659,8,8,0,0,0,,0,,,,,
2024,2,3,6,20409,N943JT,12478,12451,1659,51,51,1,3,0,,0,23,0,0,0,0
2024,2,3,6,20452,N233JQ,12478,10721,1659,-6,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N107NN,12478,14771,1700,-3,0,0,-1,0,,0,,,,,
2024,2,3,6,19805,N308TB,12478,14107,1700,-10,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N122HQ,12478,10721,1700,-8,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N417YX,12478,11193,1700,-11,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N954JB,12478,11697,1708,-9,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N531DA,12478,14747,1715,10,10,0,0,0,,0,,,,,
2024,2,3,6,20363,N146PQ,12478,13487,1725,63,63,1,4,0,,0,32,0,0,0,0
2024,2,3,6,19805,N110AN,12478,12892,1729,27,27,1,1,0,,0,,,,,
2024,2,3,6,19805,N342PM,12478,13303,1729,-8,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N355JB,12478,15096,1729,-6,0,0,-1,0,,0,0,0,18,0,0
2024,2,3,6,19790,N411DX,12478,12892,1735,-6,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N377DN,12478,13204,1740,17,17,1,1,0,,0,,,,,
2024,2,3,6,20409,N206JB,12478,10721,1743,62,62,1,4,0,,0,8,0,4,0,54
2024,2,3,6,19790,N313DU,12478,14683,1745,1,1,0,0,0,,0,,,,,
2024,2,3,6,19790,N3732J,12478,10397,1750,49,49,1,3,0,,0,49,0,13,0,0
2024,2,3,6,20409,N587JB,12478,14027,1750,-14,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N109DN,12478,11697,1759,83,83,1,5,0,,0,55,0,0,0,0
2024,2,3,6,19805,N313SB,12478,10423,1759,-7,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N538CA,12478,13931,1759,-7,0,0,-1,0,,0,,,,,
2024,2,3,6,20363,N905XJ,12478,12339,1759,-4,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N925DZ,12478,14843,1800,-2,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N977JE,12478,12892,1812,-7,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N235JQ,12478,11278,1815,-8,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N113DQ,12478,11298,1821,33,33,1,2,0,,0,,,,,
2024,2,3,6,19805,N825NN,12478,13303,1829,-8,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N222JQ,12478,14122,1829,-5,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N991JT,12478,14771,1830,-6,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N136HQ,12478,14122,1830,-12,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N550DN,12478,12889,1834,-14,0,0,-1,0,,0,,,,,
2024,2,3,6,20304,N324SY,12478,11042,1850,-10,0,0,-1,0,,1,,,,,
2024,2,3,6,20409,N625JB,12478,14893,1850,-6,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N588JB,12478,14107,1855,-9,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N345NB,12478,11433,1859,-6,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N397DA,12478,10423,1859,112,112,1,7,0,,0,74,0,0,0,0
2024,2,3,6,19930,N913AK,12478,14771,1859,,,,,1,A,0,,,,,
2024,2,3,6,20409,N784JB,12478,13891,1859,-2,0,0,-1,0,,0,,,,,
2024,2,3,6,20409,N992JB,12478,14747,1859,-9,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N503DZ,12478,14057,1900,-17,0,0,-2,0,,0,,,,,
2024,2,3,6,20452,N129HQ,12478,14492,1900,-3,0,0,-1,0,,0,,,,,
2024,2,3,6,20452,N430YX,12478,11066,1900,-9,0,0,-1,0,,0,,,,,
2024,2,3,6,19790,N179DN,12478,14771,1915,-11,0,0,-1,0,,0,,,,,
