YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_CARRIER_AIRLINE_ID,TAIL_NUM,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,CANCELLED,DIVERTED,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2025,4,1,2,19690,N391HA,12478,12173,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,19790,N102DU,12478,10721,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N102DU,12478,12451,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N117DU,12478,11298,-13.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N117DX,12478,10397,3.0,3.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,19790,N117DX,12478,13204,23.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
2025,4,1,2,19790,N1200K,12478,12892,-3.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N1201P,12478,12892,150.0,150.0,1.0,10.0,0.0,0.0,0.0,150.0,45.0,0.0,0.0
2025,4,1,2,19790,N124DU,12478,13495,30.0,30.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
2025,4,1,2,19790,N1603,12478,12173,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N172DN,12478,14771,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N174DN,12478,12892,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
2025,4,1,2,19790,N177DN,12478,14771,3.0,3.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,19790,N178DN,12478,14771,-3.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N178DZ,12478,14869,-8.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N179DN,12478,14771,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N180DN,12478,10397,-8.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N186DN,12478,12892,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
2025,4,1,2,19790,N193DN,12478,14771,21.0,21.0,1.0,1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N194DN,12478,14679,-5.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N305DU,12478,14635,53.0,53.0,1.0,3.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0
2025,4,1,2,19790,N305DU,12478,14635,71.0,71.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,66.0
2025,4,1,2,19790,N312DN,12478,13204,-6.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0
2025,4,1,2,19790,N314DU,12478,13495,-8.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N318DX,12478,13204,,,,,1.0,0.0,,,,,
2025,4,1,2,19790,N324DU,12478,13487,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N339NW,12478,10423,-5.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N345DN,12478,11697,23.0,23.0,1.0,1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N351NB,12478,11298,142.0,142.0,1.0,9.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0
2025,4,1,2,19790,N360NB,12478,11433,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N361NW,12478,10423,-3.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N365DN,12478,11697,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N3767,12478,14027,14.0,14.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,19790,N377DA,12478,10397,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N377DA,12478,14683,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N377DN,12478,13204,21.0,21.0,1.0,1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N377NW,12478,10423,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N378DN,12478,11697,-8.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N379DA,12478,14027,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N386DN,12478,11697,136.0,136.0,1.0,9.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0
2025,4,1,2,19790,N389DN,12478,13204,35.0,35.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
2025,4,1,2,19790,N409DX,12478,12892,30.0,30.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,30.0
2025,4,1,2,19790,N420DX,12478,12892,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0
2025,4,1,2,19790,N504DZ,12478,14869,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N509DT,12478,14747,51.0,51.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
2025,4,1,2,19790,N520DE,12478,10397,-5.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N524DE,12478,14747,20.0,20.0,1.0,1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N528DE,12478,14679,8.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,0.0,0.0
2025,4,1,2,19790,N529DT,12478,12889,-10.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N529DT,12478,14843,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N530DE,12478,14747,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N533DT,12478,14869,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N534DT,12478,12889,5.0,5.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,19790,N538DN,12478,14843,-8.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N539DN,12478,12889,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N544US,12478,15024,80.0,80.0,1.0,5.0,0.0,0.0,80.0,0.0,6.0,0.0,0.0
2025,4,1,2,19790,N545DE,12478,14843,11.0,11.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,19790,N577DN,12478,11292,-5.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0
2025,4,1,2,19790,N579DT,12478,14107,26.0,26.0,1.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
2025,4,1,2,19790,N580DT,12478,14869,19.0,19.0,1.0,1.0,0.0,0.0,19.0,0.0,19.0,0.0,0.0
2025,4,1,2,19790,N585DN,12478,12889,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N585DN,12478,12889,53.0,53.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
2025,4,1,2,19790,N588DT,12478,11292,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N588DT,12478,14057,39.0,39.0,1.0,2.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0
2025,4,1,2,19790,N589DT,12478,14679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
2025,4,1,2,19790,N591DT,12478,14107,23.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
2025,4,1,2,19790,N665DN,12478,10397,,,,,1.0,0.0,,,,,
2025,4,1,2,19790,N710TW,12478,14771,54.0,54.0,1.0,3.0,0.0,0.0,38.0,0.0,2.0,0.0,16.0
2025,4,1,2,19790,N727TW,12478,10397,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N826MH,12478,12892,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N834MH,12478,12892,6.0,6.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,19790,N835DN,12478,13303,,,,,1.0,0.0,,,,,
2025,4,1,2,19790,N835DN,12478,13303,218.0,218.0,1.0,12.0,0.0,0.0,0.0,0.0,7.0,0.0,197.0
2025,4,1,2,19790,N836DN,12478,15304,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N844MH,12478,12892,18.0,18.0,1.0,1.0,0.0,0.0,18.0,0.0,5.0,0.0,0.0
2025,4,1,2,19790,N874DN,12478,14869,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19790,N879DN,12478,15304,37.0,37.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0
2025,4,1,2,19790,N885DN,12478,13303,3.0,3.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,19790,N903DN,12478,13303,8.0,8.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,19790,N903DN,12478,15304,-8.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N102NN,12478,14771,-10.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N102NN,12478,14771,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N103NN,12478,12892,-3.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N105NN,12478,12892,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N106NN,12478,14771,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0
2025,4,1,2,19805,N107NN,12478,12892,-8.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N108NN,12478,12892,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N108NN,12478,12892,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N109NN,12478,14908,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N112AN,12478,12892,122.0,122.0,1.0,8.0,0.0,0.0,9.0,0.0,32.0,0.0,113.0
2025,4,1,2,19805,N113AN,12478,12892,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N113AN,12478,12892,18.0,18.0,1.0,1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N116AN,12478,14771,145.0,145.0,1.0,9.0,0.0,0.0,2.0,0.0,25.0,0.0,143.0
2025,4,1,2,19805,N117AN,12478,12892,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N300UB,12478,13303,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N3014R,12478,11503,179.0,179.0,1.0,11.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0
2025,4,1,2,19805,N315UA,12478,14107,-9.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N328TC,12478,13303,-3.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N334SM,12478,14107,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N335SN,12478,14107,9.0,9.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,19805,N356TX,12478,14107,,,,,1.0,0.0,,,,,
2025,4,1,2,19805,N357TY,12478,10423,4.0,4.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,19805,N758US,12478,11057,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N8001N,12478,11057,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N810NN,12478,13930,231.0,231.0,1.0,12.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0
2025,4,1,2,19805,N818NN,12478,11298,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N833NN,12478,13303,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,19805,N848NN,12478,10423,-3.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N887NN,12478,13930,8.0,8.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,19805,N9017P,12478,15024,68.0,68.0,1.0,4.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0
2025,4,1,2,19805,N9023N,12478,11057,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N908AN,12478,13303,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,19805,N910AN,12478,13303,3.0,3.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,19805,N912AN,12478,13303,15.0,15.0,1.0,1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N926NN,12478,11298,-3.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N941AN,12478,11298,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,19805,N947NN,12478,11057,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,19805,N951XV,12478,13303,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,19805,N953AN,12478,12889,-8.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19805,N964NN,12478,11057,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,19930,N275AK,12478,14679,54.0,54.0,1.0,3.0,0.0,0.0,54.0,0.0,9.0,0.0,0.0
2025,4,1,2,19930,N283AK,12478,14771,14.0,14.0,0.0,0.0,0.0,0.0,14.0,0.0,9.0,0.0,0.0
2025,4,1,2,19930,N290AK,12478,14747,6.0,6.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,19930,N296AK,12478,14771,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19930,N407AS,12478,14747,,,,,1.0,0.0,,,,,
2025,4,1,2,19930,N453AS,12478,14771,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19930,N459AS,12478,14057,64.0,64.0,1.0,4.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0
2025,4,1,2,19930,N703AL,12478,14747,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19930,N713AL,12478,14262,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,19930,N716AL,12478,14771,-14.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,19930,N926AK,12478,14679,-22.0,0.0,0.0,-2.0,0.0,0.0,,,,,
2025,4,1,2,19930,N931AK,12478,14747,20.0,20.0,1.0,1.0,0.0,0.0,,,,,
2025,4,1,2,20304,N241SY,12478,13930,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
2025,4,1,2,20304,N241SY,12478,14122,5.0,5.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,20304,N301SY,12478,10693,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20304,N309SY,12478,13487,-5.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20304,N324SY,12478,12264,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N2039J,12478,14843,6.0,6.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,20409,N2105J,12478,12892,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N2142J,12478,12892,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,20409,N2156J,12478,12892,129.0,129.0,1.0,8.0,0.0,0.0,129.0,0.0,5.0,0.0,0.0
2025,4,1,2,20409,N2157J,12478,12892,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N2169J,12478,12892,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N2180J,12478,12892,-3.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
2025,4,1,2,20409,N2188J,12478,12892,8.0,8.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,20409,N3023J,12478,10721,-8.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N3044J,12478,10792,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N3044J,12478,13303,113.0,113.0,1.0,7.0,0.0,0.0,60.0,0.0,0.0,0.0,32.0
2025,4,1,2,20409,N3058J,12478,12451,112.0,112.0,1.0,7.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0
2025,4,1,2,20409,N3058J,12478,15304,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N306JB,12478,10721,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N306JB,12478,11278,-5.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N3102J,12478,13204,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N3102J,12478,14321,43.0,43.0,1.0,2.0,0.0,0.0,21.0,0.0,6.0,0.0,22.0
2025,4,1,2,20409,N3102J,12478,14492,106.0,106.0,1.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,90.0
2025,4,1,2,20409,N3104J,12478,15304,50.0,50.0,1.0,3.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0
2025,4,1,2,20409,N3118J,12478,10397,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N3118J,12478,10397,20.0,20.0,1.0,1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N3118J,12478,14576,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N3123J,12478,10792,144.0,144.0,1.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,125.0
2025,4,1,2,20409,N3138J,12478,12266,-5.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N3138J,12478,14321,-8.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N3139J,12478,10994,-13.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N3139J,12478,14027,-5.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N3142J,12478,15096,41.0,41.0,1.0,2.0,0.0,0.0,,,,,
2025,4,1,2,20409,N3156J,12478,10994,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N3156J,12478,14685,3.0,3.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,20409,N3189J,12478,12451,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N3194J,12478,10994,5.0,5.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,20409,N3194J,12478,11292,-3.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0
2025,4,1,2,20409,N3195J,12478,13303,41.0,41.0,1.0,2.0,0.0,0.0,0.0,0.0,27.0,0.0,6.0
2025,4,1,2,20409,N3195J,12478,14685,40.0,40.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,21.0
2025,4,1,2,20409,N3203J,12478,10792,6.0,6.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,20409,N3203J,12478,14843,29.0,29.0,1.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0
2025,4,1,2,20409,N3215J,12478,13303,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N3229J,12478,14027,46.0,46.0,1.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,23.0
2025,4,1,2,20409,N3229J,12478,14492,68.0,68.0,1.0,4.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0
2025,4,1,2,20409,N3242J,12478,10693,-3.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N3242J,12478,15304,87.0,87.0,1.0,5.0,0.0,0.0,58.0,0.0,0.0,0.0,8.0
2025,4,1,2,20409,N3251J,12478,13930,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,20409,N4083J,12478,12892,-5.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N535JB,12478,15304,-10.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N547JB,12478,11697,9.0,9.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,20409,N558JB,12478,14027,-12.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N559JB,12478,13204,3.0,3.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,20409,N564JB,12478,13204,-9.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0
2025,4,1,2,20409,N570JB,12478,13204,38.0,38.0,1.0,2.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
2025,4,1,2,20409,N570JB,12478,13495,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N592JB,12478,13204,61.0,61.0,1.0,4.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0
2025,4,1,2,20409,N594JB,12478,14869,28.0,28.0,1.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0
2025,4,1,2,20409,N595JB,12478,14027,-11.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N598JB,12478,10721,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N606JB,12478,13204,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N624JB,12478,14635,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N625JB,12478,10721,-5.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N629JB,12478,14843,10.0,10.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,20409,N629JB,12478,14986,-13.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N632JB,12478,14027,3.0,3.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,20409,N635JB,12478,11697,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N641JB,12478,13303,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,20409,N646JB,12478,13204,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N652JB,12478,11697,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N705JB,12478,11697,-8.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N766JB,12478,10397,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N784JB,12478,11697,8.0,8.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,20409,N794JB,12478,10721,25.0,25.0,1.0,1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N805JB,12478,13204,-3.0,0.0,0.0,-1.0,0.0,1.0,,,,,
2025,4,1,2,20409,N805JB,12478,14635,39.0,39.0,1.0,2.0,0.0,0.0,,,,,
2025,4,1,2,20409,N828JB,12478,14843,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N929JB,12478,12889,-9.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N937JB,12478,14107,-3.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N937JB,12478,14771,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N943JT,12478,14771,-9.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N947JB,12478,14679,-2.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N949JT,12478,14843,11.0,11.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,20409,N955JB,12478,10732,-1.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N961JT,12478,12889,67.0,67.0,1.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,33.0
2025,4,1,2,20409,N962JT,12478,12889,-13.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N962JT,12478,14771,-9.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N966JT,12478,11697,29.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
2025,4,1,2,20409,N967JT,12478,14679,-5.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N969JT,12478,12892,-6.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N972JT,12478,14843,-10.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N974JT,12478,11697,12.0,12.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,20409,N979JT,12478,14107,-3.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N980JT,12478,14771,-8.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N980JT,12478,14843,-7.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N985JT,12478,14771,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,20409,N986JB,12478,14771,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N989JT,12478,12889,-15.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N991JT,12478,12889,-11.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20409,N992JB,12478,12892,10.0,10.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,20436,N310FR,12478,13204,5.0,5.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,20436,N346FR,12478,12889,93.0,93.0,1.0,6.0,0.0,0.0,48.0,0.0,10.0,0.0,45.0
2025,4,1,2,20436,N374FR,12478,10397,-4.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20436,N607FR,12478,14843,-9.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20436,N630FR,12478,15304,5.0,5.0,0.0,0.0,0.0,0.0,,,,,
2025,4,1,2,20436,N634FR,12478,14843,59.0,59.0,1.0,3.0,0.0,0.0,0.0,0.0,36.0,0.0,59.0
2025,4,1,2,20436,N646FR,12478,13204,217.0,217.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0
2025,4,1,2,20436,N654FR,12478,13303,-12.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20452,N101HQ,12478,11042,-10.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20452,N101HQ,12478,11278,-9.0,0.0,0.0,-1.0,0.0,0.0,,,,,
2025,4,1,2,20452,N106HQ,12478,11278,-10.0,0.0,0.0,-1.0,0.0,0.0,,,,,
